type_1,type_2,gen,is_legendary,is_mythical,is_ultra_beast,hp,attack,defense,sp_attack,sp_defense,speed,base_stats,height_meters,weight_kilograms,capturing_rate,gender_male_ratio,egg_steps,egg_cycles,abilities_count,number_immune,number_not_effective,number_normal,number_super_effective
Ice,nan,9,0,1,0,109,48,38,35,117,84,400,0.5873772460779418,-21.546967496821594,41,66.923327782763,1256,245,2,0,2,11,4
Rock,Psychic,6,0,0,0,123,165,125,78,90,18,490,4.958297502010366,23.698163629351413,41,84.77531290656509,24571,68,1,0,1,17,5
Normal,nan,8,0,0,0,28,79,159,34,67,42,522,0.4149201247203355,-1.090059374449531,206,15.614999472920164,3186,189,4,0,5,9,1
Grass,nan,5,0,0,0,114,90,135,65,121,24,407,4.442162269854893,114.63752856859297,34,10.4776083094125,5908,60,4,0,1,12,0
Fighting,Flying,1,0,0,1,106,90,51,142,74,70,420,0.20434108925663785,52.42995508655461,0,8.340707028850794,12753,88,1,1,1,13,5
Poison,nan,5,0,0,0,61,17,60,53,50,49,341,0.5928421128021484,-12.338378345662738,58,12.906877673629943,5674,108,3,0,3,12,3
Steel,Fairy,2,1,0,0,174,89,73,120,166,87,468,12.201365669883844,112.88544367449688,69,7.3734094602027875,11579,16,3,1,6,8,3
Electric,nan,6,0,0,0,33,101,40,89,35,-5,426,0.28613130107964024,16.645876048189717,209,2.8428882115800818,5355,74,3,0,1,9,3
Electric,Fighting,3,0,0,0,187,27,39,47,77,21,504,1.6541162394266673,4.161760322713672,233,7.853992838975703,4710,56,2,0,4,1,5
Water,Flying,5,0,0,1,137,109,98,122,121,55,579,4.913901573166216,88.54620299992355,12,8.739325317824745,28619,32,1,0,5,8,3
Psychic,Poison,9,1,0,0,117,147,78,174,79,61,480,1.5637784930755336,142.49578005727756,-18,7.590146732688401,5001,-28,1,0,8,11,3
Electric,Fighting,2,1,0,0,130,128,121,72,139,89,665,1.1168897456514162,73.42163244275466,17,3.280790492788596,7384,111,1,1,5,8,3
Fighting,Ice,4,0,0,0,89,79,79,35,92,8,444,2.4867803386775718,-7.0330172461046185,266,-0.6801698823299649,4776,182,3,1,-1,12,5
Psychic,Dragon,1,0,0,0,114,66,47,65,131,43,456,0.8352535628590234,13.054030586576742,48,3.7926027489352396,4869,69,3,1,0,9,4
Psychic,nan,7,0,0,0,124,112,147,152,88,116,479,2.3855230118930866,316.350124487522,0,8.35083876665023,40614,32,1,0,7,9,4
Fighting,nan,3,0,0,0,53,106,43,39,37,-2,377,0.9285978019126968,-9.287107021288156,38,107.07939824502847,27331,227,4,0,5,12,5
Water,Bug,9,0,0,0,51,49,43,36,62,71,480,1.013530844279427,369.49179279735813,290,13.359726200103811,5755,81,3,0,3,12,2
Bug,Flying,1,0,0,0,65,92,115,15,52,39,312,2.5184308213346958,19.51202122267469,43,8.723078704294458,5779,111,3,1,3,11,3
Grass,nan,4,0,0,0,72,59,34,74,37,-1,320,1.0004864521310763,8.820889813689746,85,59.48543711453733,4540,119,3,0,4,12,1
Ground,Fairy,8,0,1,0,116,126,91,165,91,71,711,2.4156316846625616,369.3256398523822,51,5.808309644073976,35749,-24,1,0,6,5,4
Dragon,Fighting,7,1,0,0,108,123,105,142,118,121,621,4.439413551408144,110.61257940896087,20,6.634493182934557,33516,23,1,0,2,6,4
Dark,Flying,7,0,0,0,127,82,210,115,133,51,365,1.7655196753289812,289.70082685769273,2,7.6345441128128435,35809,9,1,1,8,7,5
Bug,nan,9,0,0,0,115,57,126,75,91,6,528,2.012236466411845,32.73301011313081,-20,6.8288823174160855,5800,68,3,0,2,12,1
Water,Flying,6,0,1,0,134,63,23,61,29,58,362,0.09581465916368259,4.328735806176622,52,-0.35543574803641764,4893,31,3,1,5,11,5
Bug,nan,3,0,0,0,39,20,73,97,95,29,311,0.6356258737272203,-22.257364200173605,210,100.75581728260397,6150,283,3,0,3,9,1
Water,nan,2,0,0,0,45,9,37,47,66,55,393,0.597903567997252,-26.455785618537547,41,10.468776082312502,5729,36,3,0,0,12,3
Rock,Steel,5,0,0,1,138,95,108,92,123,42,498,2.9172059920637836,92.82862381686554,45,92.42411605667272,2583,56,3,0,4,12,1
Normal,Grass,8,0,0,0,181,91,104,73,83,112,401,0.28327398432263945,42.15273956015413,37,8.338000599840182,3380,43,7,0,5,9,3
Ground,Poison,2,0,0,0,127,58,19,49,134,55,530,5.22319169774579,38.2700333398462,93,8.172457071567244,7910,93,3,0,5,7,5
Dragon,nan,9,0,0,0,37,47,-2,58,78,15,429,0.621749673918449,-3.226345479693423,136,2.402030024509348,3579,58,3,0,5,9,1
Fire,Fighting,5,0,0,0,112,110,180,157,98,34,473,1.8457658134666413,15.736667133232476,74,5.600753155336965,12696,31,8,0,1,9,4
Fairy,nan,8,0,1,0,111,78,36,108,121,11,405,0.5025826347037614,60.52769883098871,90,7.07488052069801,20371,214,3,0,2,11,3
Steel,nan,4,0,0,0,146,57,171,35,84,122,733,5.921878985585895,442.3468192676544,38,8.324962881983838,12858,58,1,0,5,7,3
Ground,nan,8,0,0,0,63,108,15,40,64,23,485,0.8287721406925441,52.44541070221729,299,66.14375783922797,2417,252,3,0,3,9,3
Grass,nan,7,0,0,0,155,88,106,102,111,71,462,3.9809444932533347,90.9433000416536,49,107.1501579461899,4880,45,1,0,6,7,5
Flying,Dragon,6,0,0,0,74,77,14,102,100,69,443,1.3137557995890774,19.317731892771832,33,8.700300024140848,9402,-5,3,0,5,7,5
Ground,nan,3,0,0,0,58,107,86,11,30,44,363,1.097724358267068,24.771142883161055,277,101.37001881861144,5462,94,3,0,4,12,1
Water,nan,3,0,0,0,16,58,25,114,86,44,465,0.603717413623537,9.487841525244097,40,7.8232984425698575,5314,98,2,0,-1,10,2
Electric,Fairy,9,0,0,0,33,83,81,82,108,36,345,1.2272708066776736,-21.38608761372948,192,101.59476434951344,5406,204,3,0,6,12,4
Psychic,Ghost,4,1,0,0,57,71,107,88,114,102,615,3.611835146337305,105.77201928695615,54,7.605702526337559,5358,32,3,2,2,5,5
Dragon,nan,8,0,0,0,107,37,102,72,39,70,350,0.6696690053028589,145.02901104037267,268,64.05545819971172,6237,28,3,0,6,11,3
Electric,Grass,9,0,0,0,78,95,31,47,123,10,268,0.8776284210707967,7.327140362092535,67,103.82600497342887,3214,50,3,0,3,10,4
Bug,Ground,5,0,0,0,110,122,162,148,64,100,390,5.199751066310295,446.8475105485473,-35,8.527449482087825,39316,45,1,1,6,0,4
Normal,Water,8,0,0,0,129,82,56,39,81,48,361,0.48435062582786953,-9.044950873588528,59,8.344722742424148,4511,197,3,1,3,10,1
Steel,nan,1,0,0,0,81,81,138,15,97,11,428,0.7319862703173312,548.3913620324455,47,6.144188796969004,4410,61,3,1,2,9,6
Water,nan,8,0,0,0,98,111,35,55,52,24,441,0.7090460193165677,127.98529759487346,76,7.671252891616875,6026,207,2,0,2,11,5
Normal,nan,3,0,0,0,73,48,22,34,44,-4,362,1.0595752476555529,-11.857723569785614,173,66.98772382828207,1882,235,2,0,4,8,3
Ice,Fire,3,0,0,0,42,33,44,22,80,47,424,1.1057663893508178,-6.964209363596295,113,8.198751582745144,3162,46,3,0,5,13,1
Normal,Bug,1,0,0,0,49,26,18,55,72,28,400,0.7306088534863571,-28.912714799554067,73,89.42223758570303,1613,216,3,0,2,12,3
Bug,nan,5,0,0,0,66,60,79,12,70,88,391,0.6925524447287261,20.867006027166862,104,12.373150476968224,4652,135,3,1,4,10,3
Electric,Grass,3,1,0,0,48,94,151,174,117,77,675,2.4947428242199132,662.3750050705374,-37,8.130081043048438,36207,19,1,0,8,9,2
Rock,Flying,9,1,0,0,52,126,127,128,90,43,394,0.5571041747690771,9.983589941135257,98,6.4213165327872215,5233,39,8,0,5,12,6
Bug,nan,2,0,0,0,49,107,18,59,85,46,455,0.7903594768616822,-39.59046917767856,58,106.10127142898928,3286,104,3,0,4,7,3
Dragon,Fairy,4,0,0,0,109,64,60,93,62,10,424,3.9081393598910927,35.56800922893798,46,89.6815603310181,5957,181,2,1,2,9,3
Bug,Psychic,5,0,0,0,124,99,130,106,109,54,501,2.0496245835162745,-25.146601827614944,24,8.306641511819699,13650,28,1,0,4,13,3
Normal,Flying,1,0,0,0,25,24,47,41,63,19,334,0.6353161016348542,6.503670391336145,258,80.22268397900073,4207,67,3,0,3,12,3
Fire,nan,2,0,0,0,54,42,26,111,85,56,401,0.837463216807405,12.231445127020121,63,6.954411841173591,3520,44,2,0,4,7,1
Grass,Dragon,3,0,0,0,71,90,142,79,78,36,535,0.8818030945573717,40.82515098813572,123,4.661771155948498,2786,36,3,0,-1,6,1
Water,nan,9,0,0,0,42,36,26,26,94,69,275,0.6593238745711758,6.37196464262051,44,7.844875222464776,5929,142,3,1,2,12,3
Dragon,nan,5,0,0,0,137,83,132,156,55,34,525,3.3138578074064062,50.14157031401248,52,91.20983003370122,1845,40,3,1,2,10,8
Rock,Flying,6,0,0,1,108,160,62,46,131,34,476,4.532344024468758,-30.717706138323294,33,6.879878951134832,24613,52,3,0,2,9,5
Psychic,Steel,7,0,0,1,84,161,90,116,120,75,471,1.6239948175848826,55.98100423673908,45,5.778811261888764,22966,-19,1,2,4,8,3
Bug,nan,7,0,0,0,103,51,163,135,97,105,435,1.0414212395756735,143.06342018963318,10,9.221428299349483,36025,-20,1,2,5,3,5
Fire,nan,7,0,0,0,124,88,131,80,111,104,545,2.4472451894909075,270.07955858434053,60,8.523421135066936,5534,48,3,0,6,12,3
Ice,nan,4,0,0,0,127,60,108,99,101,111,495,4.802728906635304,26.897654363061818,252,17.492752869940016,5002,68,3,0,4,13,6
Water,nan,3,0,0,0,77,67,52,143,126,57,481,0.48708896117498984,53.23078215211148,59,5.804877509639607,3294,50,3,0,9,10,4
Psychic,nan,5,0,0,0,67,60,146,79,64,88,473,1.2253553199062814,5.777943932547593,52,109.19603473329957,2076,63,3,2,2,13,4
Fairy,Grass,4,0,0,0,146,72,156,153,113,41,573,2.7624657540738724,96.57127678597544,30,5.386574586662943,5223,35,9,0,5,5,2
Normal,Dragon,7,0,1,0,152,114,81,69,46,59,433,0.9956920557102483,198.22426305822307,-6,5.418768738387409,31675,16,1,1,-1,2,4
Poison,Fire,8,0,1,0,139,29,69,78,75,34,460,0.21965617502023904,0.9122891942518496,54,5.988519815344828,5139,254,4,0,5,4,3
Fire,Flying,2,0,0,0,69,63,26,74,85,21,446,0.5974712432617277,1.3325168411946713,88,4.5503635000546145,4168,103,3,0,3,15,1
Fire,Flying,6,0,0,0,54,26,26,62,51,23,184,0.4151042607104435,-14.16331491559225,22,5.158043075696067,4510,182,3,0,3,12,3
Ghost,Ground,3,0,0,0,61,88,42,158,75,75,469,0.5775420214878908,5.129339907934435,213,7.503840761603956,6685,52,3,0,4,7,2
Poison,Steel,5,0,0,0,55,49,134,79,103,71,486,0.5830793266651134,-10.237198693044634,279,15.076482252492031,4731,49,2,0,6,12,3
Ghost,Fairy,2,0,0,0,92,43,104,97,133,16,368,1.7435459593181597,35.02011951577725,61,14.607554625503536,4835,98,3,0,4,7,2
Dragon,Psychic,7,0,0,1,89,108,138,157,63,105,468,1.0465092232430717,135.74320125042533,35,6.978213974139457,36187,-16,1,1,8,5,5
Normal,nan,3,0,0,0,94,71,77,60,123,113,542,1.5162796993399545,404.99826898408025,45,105.73623000111303,3566,51,3,0,6,11,5
Rock,Psychic,6,0,0,0,115,47,75,122,111,63,497,2.3436932504538133,4.8229828230479175,281,57.07159833017465,4602,36,3,0,2,9,3
Dragon,Grass,7,1,1,0,169,103,49,73,122,87,443,1.5961526677385955,279.8968996368482,24,8.069850794800486,34948,8,1,0,4,2,4
Bug,nan,5,0,0,0,45,14,31,57,56,22,264,0.6317344559052908,-1.954060746757074,271,5.776609237627186,4864,197,3,1,4,10,3
Fighting,nan,6,0,0,0,84,59,152,91,130,51,510,1.1234832718643362,305.87397510367504,253,3.7447989319572117,5036,35,3,0,6,12,4
Normal,nan,2,0,0,0,91,51,50,66,83,78,406,2.1907251344728498,1.8914825190528077,65,7.351305090311369,2211,80,4,0,5,13,4
Grass,nan,5,0,0,0,86,32,54,28,68,46,394,1.1941230881337401,38.54048683482137,254,5.960322965379552,4086,37,2,0,5,9,3
Poison,Flying,8,0,0,0,119,107,121,155,115,95,435,1.4406544100297352,100.57689254524057,17,111.23932198337029,5239,20,3,0,3,12,5
Water,nan,2,0,0,0,64,12,55,62,43,46,271,0.5214379667762575,-11.157788073185282,196,7.5279149443775415,2949,218,3,0,4,9,2
Bug,nan,7,0,0,0,121,18,79,136,93,44,497,1.3250218108816505,-11.784689468073362,97,106.25400043553508,5366,40,3,1,5,9,6
Normal,nan,5,0,0,0,143,110,53,116,94,82,457,1.9339418745810022,12.422777524025516,50,20.959137033468238,5448,99,3,1,7,5,3
Psychic,nan,7,0,0,0,82,75,45,104,120,58,456,2.47362108842228,28.901142568673137,56,7.11104161083901,35170,87,3,0,5,10,3
Grass,nan,2,0,0,0,52,10,47,49,88,45,271,0.8883041355930967,5.651127441468812,246,8.155342195642717,4690,58,3,0,3,12,3
Ghost,Fairy,2,0,0,0,74,57,38,25,99,37,471,2.219090164638499,14.332758441984653,45,7.548256230528278,2470,71,2,0,5,9,1
Normal,nan,1,0,0,0,69,29,53,36,62,33,413,0.7458087354076102,4.910022548296153,202,7.034640980431693,5400,115,3,0,5,13,5
Psychic,Dragon,8,1,1,0,133,34,53,167,90,49,562,2.0547195212231144,125.68576451235484,21,9.171872452897366,33053,-13,1,0,6,2,5
Steel,Flying,5,0,0,0,103,68,69,44,103,23,463,1.9649072187807493,25.8855975244361,59,100.50462756234751,5063,95,3,0,0,13,4
Dark,Ground,5,0,1,0,81,95,138,109,102,55,452,0.6811562157352249,168.74462320656886,18,7.458239758477978,32445,1,3,0,3,10,3
Water,nan,6,0,0,0,36,24,27,76,93,12,217,1.0226288841739173,18.71515395850374,39,32.55902397462565,5706,213,3,0,3,9,1
Bug,Ground,8,0,0,0,105,58,166,77,78,4,500,0.9069395851943884,17.231705617529304,106,8.480217041486958,7082,30,3,0,2,9,3
Normal,Fire,6,0,0,0,106,144,153,115,115,54,562,4.068059326590565,111.1815092891512,-8,95.58194634167707,5238,-38,1,0,6,3,4
Rock,Rock,8,0,0,0,65,77,118,152,108,61,461,1.6751442888595995,60.469337561212534,90,3.0257177415668868,5428,48,3,0,3,10,2
Water,nan,5,0,0,0,60,19,54,107,49,1,368,0.5685656629542707,-17.916847511176186,272,7.219322458977638,8285,122,3,0,4,12,2
Ground,Ghost,4,0,0,0,76,52,42,27,62,45,434,1.1079688374987076,36.42777866792553,233,3.775524050610473,5498,179,4,0,4,11,2
Water,Grass,1,0,0,0,55,63,82,80,126,57,475,1.000235496855975,135.3667896142362,45,7.408576240598004,5832,42,3,0,5,11,4
Water,nan,4,0,0,0,68,28,33,26,60,38,422,0.3489651062417142,-26.330703548468705,200,4.097378856465229,4880,212,3,0,3,9,1
Grass,Water,1,0,0,0,44,35,32,133,90,64,306,0.126953291115664,2.865521704300688,59,94.12121422678833,4520,202,4,0,2,9,3
Normal,nan,1,0,0,0,105,42,54,158,134,69,397,1.060263142950784,14.250542945735361,101,42.34150698045427,4801,136,3,2,3,8,6
Normal,Poison,2,0,0,0,54,87,53,74,32,3,239,0.979331255215923,7.207413149111522,112,7.703605715135526,5240,59,2,0,2,12,1
Fighting,nan,9,0,0,1,93,74,110,138,111,81,551,2.8117667753545503,157.52251503056326,57,69.13378181676384,40894,54,2,0,3,3,3
Water,nan,5,0,0,0,58,9,82,49,139,19,277,0.9888684008148788,3.2751575187946074,93,106.63843284984449,5495,247,3,0,3,13,3
Fairy,Dragon,7,0,1,0,121,124,156,157,103,38,404,1.5543263805367513,123.48951288821601,-14,5.463935717987696,11574,-17,1,2,5,6,4
Dragon,Grass,8,0,0,0,114,27,129,53,64,108,401,2.733146833821256,49.84055588408165,55,91.30375535561082,4533,57,3,2,4,4,5
Ice,Dragon,8,0,0,0,156,101,89,125,135,104,385,0.841775265253383,152.3358778558954,25,7.802258297071377,23962,-27,1,0,3,6,4
Steel,Fighting,7,0,0,1,92,141,127,159,124,75,522,1.5884883118730735,37.15951270561321,-22,5.97465920065585,7538,204,1,0,6,3,5
Grass,Water,1,0,0,0,27,2,59,68,121,9,393,1.0495473896790575,-6.26684496303635,125,6.951496673154839,9407,46,2,0,5,12,1
Water,nan,9,0,0,0,151,123,44,149,119,38,524,1.433351702777124,349.10740292488305,42,7.371430890044488,4113,54,3,1,6,1,6
Steel,Poison,7,0,0,1,108,136,107,80,89,140,420,3.6533395495392895,915.590707126807,51,8.837401642278707,35786,37,1,1,7,6,3
Water,nan,7,0,0,0,75,129,163,138,126,168,554,1.4420746760018242,730.3685081054427,44,8.55709501522444,9183,42,1,0,8,3,6
Rock,Normal,3,0,0,0,90,83,98,57,35,2,351,0.8270441358788915,45.828874298984786,103,86.8675555255738,5467,25,2,0,4,6,5
Poison,nan,7,0,0,0,42,2,22,84,112,21,558,1.044271465707753,22.51741073564856,286,7.874026902652288,3756,165,3,0,4,12,5
Dragon,Psychic,3,0,0,0,62,35,135,57,107,90,617,1.4500740565867587,90.81364282500334,26,6.037271069107046,2589,92,3,1,5,7,1
Electric,Fairy,6,0,0,0,121,81,57,139,124,106,442,1.7591017040229606,239.19073283078095,-2,14.76771700010605,12878,46,3,1,3,6,6
Electric,Fairy,9,0,1,0,165,56,30,71,118,100,453,0.7283757952391365,29.33754166958017,56,9.271238824618957,5974,51,1,0,5,6,4
Rock,nan,7,0,0,0,124,126,89,84,126,101,429,1.8380475471665982,115.38651129810903,-5,59.05101616048913,41165,37,3,0,6,9,3
Grass,nan,5,0,0,0,143,110,27,87,105,11,495,0.393855358331592,-11.524640785847327,77,86.70564242004303,2603,99,3,0,4,5,3
Water,nan,1,0,0,0,171,71,143,60,100,3,354,0.6731068443103715,23.522519720878897,37,5.079736557830564,3428,-15,3,1,6,13,5
Psychic,Dark,7,0,0,0,105,88,96,83,116,27,432,1.7990191598065515,132.80483924751633,38,7.691790283328215,4553,271,2,0,3,8,5
Fighting,Rock,8,0,0,0,71,84,79,95,105,76,680,4.858044290307499,178.1004020190554,269,8.26554375849241,39709,-11,2,0,5,8,0
Psychic,nan,8,0,0,0,76,44,58,56,114,104,486,0.46190010372950563,1114.5846958747507,28,8.429641905517796,5869,-6,3,0,3,10,5
Electric,nan,4,0,0,0,65,116,20,4,63,4,499,2.609122313049334,29.698172138664923,61,90.917886571936,4774,65,3,1,-2,9,2
Poison,nan,5,0,0,0,53,77,56,25,25,39,453,1.1734989592749683,-4.593617396456379,308,82.01780163274006,3560,166,3,0,2,12,1
Ghost,Fighting,1,0,0,0,85,111,64,72,94,-3,500,0.4195246535340764,159.21574920955652,75,85.17615534342048,5199,86,3,0,5,11,3
Grass,Fire,9,0,0,0,57,46,46,46,76,28,356,1.9769045925413828,-4.933642458302971,62,7.649259495077102,4999,112,2,0,3,12,3
Rock,Poison,6,0,0,0,55,49,42,97,123,47,639,1.81984617678975,9.328723496068136,184,10.547536248343595,3478,53,3,0,3,12,4
Poison,nan,4,0,0,0,74,84,51,68,59,77,449,0.2968685131138402,9.583386656027418,89,5.5674778748053875,2718,54,3,0,3,2,3
Water,Grass,7,0,0,0,128,118,174,181,116,47,427,1.3434552033363796,177.32345449784768,21,8.139771758679371,37984,44,2,0,9,6,4
Fairy,Rock,7,1,1,0,108,99,171,126,76,139,503,1.9668797375874703,164.8306096108079,5,7.68692238629385,33914,36,1,0,6,7,3
Normal,nan,2,0,0,0,60,70,33,26,139,-7,272,0.9882198575886751,1.0145356622519586,251,95.77914634331167,5762,179,3,0,2,12,1
Fighting,nan,6,0,0,0,106,70,124,172,110,33,612,4.360513216070366,151.44741971680043,44,7.058470677283092,35734,26,1,0,4,12,5
Water,nan,4,0,0,0,45,49,21,59,43,-13,370,1.1170554679342581,-23.518494772964495,245,6.067392366392886,4147,164,3,0,0,12,3
Water,Flying,1,0,0,0,54,22,36,51,67,5,168,0.2323035866655329,-9.78054081354445,88,7.126918408905086,4860,86,3,0,0,5,1
Normal,Flying,3,0,0,0,79,95,83,40,41,4,310,0.7476881268384887,26.890700934179364,98,89.59056998742686,5775,194,3,2,0,11,3
Normal,nan,2,0,0,0,68,53,47,47,36,9,224,1.041579414435276,-20.56326360297581,242,108.78827982671659,2977,76,4,1,3,10,3
Ground,nan,7,0,0,0,34,49,30,73,71,47,505,0.7064997027534161,-9.343771492944027,189,8.339537573582364,6035,95,3,0,3,12,3
Steel,Fairy,9,0,0,0,67,117,93,81,131,47,596,0.826670766617251,151.02736223413578,50,7.890776844217331,2553,-1,2,0,3,9,5
Water,nan,5,0,0,0,52,93,37,48,87,38,389,1.9247752363994604,-6.784218303802506,265,8.505734595641442,6162,149,3,0,4,9,5
Water,Ground,3,0,0,0,79,60,101,57,57,59,330,0.2626554677555913,3.1369252642069387,114,7.780331800378779,2606,76,3,0,4,12,4
Psychic,Fire,4,0,0,0,110,122,128,144,91,101,553,1.3343943658977722,81.39317648735414,6,6.210643961147078,13531,14,1,0,3,9,4
Psychic,Dragon,2,1,0,0,125,119,99,138,112,53,600,1.9553482844694319,1207.9729346652582,37,8.002213326563592,41150,47,1,2,6,5,5
Normal,nan,1,0,0,0,59,-2,66,72,45,56,271,0.40318700161571275,-21.692188226210483,31,6.832498498211137,4881,74,3,0,0,9,3
Psychic,Steel,9,0,0,1,108,128,118,125,119,101,454,3.757729048868823,32.68295821104206,11,8.240134162889591,33372,-2,1,2,7,7,6
Grass,nan,5,0,0,0,91,68,114,35,139,110,549,2.217234595114135,257.77370197617734,58,8.33745937146282,5104,74,3,1,4,12,3
Electric,Ice,9,0,0,0,107,113,65,47,92,71,515,1.8516377822949088,36.29422663648944,112,8.218782200936037,7717,73,3,1,5,7,1
Poison,nan,4,0,0,0,69,20,50,21,82,-11,307,1.0085941932468674,-16.56949442024284,224,50.86294004383371,5057,44,7,0,2,8,2
Fighting,Bug,3,0,0,0,81,101,160,101,60,30,416,2.7214020131120935,24.29163745411983,43,113.33209548986434,4719,225,3,1,4,9,4
Psychic,Psychic,7,0,1,0,125,106,120,135,124,117,540,1.6942832403637165,33.072565233990105,40,7.57266232842347,33855,47,2,0,2,5,1
Normal,nan,5,0,0,0,47,23,16,88,70,-2,399,0.37064788498968415,-5.167817694501773,168,6.579672634345948,3243,40,3,0,4,10,3
Poison,nan,5,0,0,0,130,106,68,64,110,100,626,1.0493901824403533,67.01335486940322,53,5.59580217185077,4715,111,2,1,5,4,3
Fire,nan,9,0,0,0,80,33,177,134,78,14,573,9.415429687266432,19.654045273221833,183,81.65819864911867,5977,23,3,0,1,11,2
Psychic,Psychic,7,0,1,0,106,122,134,176,88,71,500,0.4852259888925624,239.5196693192769,30,4.770614575752626,40363,-5,1,0,5,6,5
Fire,Steel,7,0,0,0,57,21,111,103,138,113,570,5.3309816843031115,23.789151391483443,-7,6.613640672844356,7684,63,1,0,6,14,3
Psychic,nan,5,0,0,0,63,82,250,102,62,70,471,1.4449853002483115,9.023736786255188,37,60.72111213693395,3250,47,4,2,3,13,5
Ghost,nan,3,0,0,0,39,55,35,52,38,5,370,1.1167389610918232,-4.569099590286873,185,35.46478627461799,4207,65,3,0,4,12,6
Steel,Ground,5,0,0,0,132,26,101,119,78,63,241,18.43604392006381,166.70722272983872,37,7.513237749579696,4648,45,2,1,5,7,4
Bug,Grass,2,1,0,0,127,154,128,128,100,104,670,4.164473271011266,438.76262644079736,32,7.028125136303501,34844,-19,1,0,3,5,2
