type_1,type_2,gen,is_legendary,is_mythical,is_ultra_beast,hp,attack,defense,sp_attack,sp_defense,speed,base_stats,height_meters,weight_kilograms,capturing_rate,gender_male_ratio,egg_steps,egg_cycles,abilities_count,number_immune,number_not_effective,number_normal,number_super_effective
Bug,Fighting,7,0,0,1,53,111,90,120,42,115,555,2.058988639150856,937.3498951403581,42,5.125779556654205,33768,-21,1,0,5,8,4
Steel,Fighting,9,0,0,1,127,121,74,131,78,87,560,10.741506421371819,744.5648023275231,45,4.69664206166015,34495,-8,1,0,6,8,3
Ground,Flying,9,0,0,0,83,84,79,54,63,47,493,1.4215195288463232,77.70322143092692,82,4.798777580999079,4711,126,4,1,2,8,3
Steel,Psychic,9,0,0,0,89,66,83,62,30,20,295,1.2548003862715056,156.878559106666,3,4.855835541858558,5045,69,2,2,2,10,3
Electric,nan,1,0,0,0,74,72,22,47,42,87,246,0.5898040208273776,9.649936864518867,184,4.573969563350354,3525,191,3,0,2,14,2
Dark,Dragon,1,0,1,0,77,139,112,55,107,104,627,3.625224106521794,91.93025125055313,16,5.527765350287954,27345,42,1,0,6,8,2
Water,nan,2,0,0,0,89,105,35,43,83,106,482,1.375001709996037,83.51738742471774,34,91.63944422381633,4848,45,2,0,2,12,2
Rock,nan,5,0,0,0,43,43,61,61,75,52,286,0.6131876276916651,-4.188048501535635,128,4.59791960096762,5458,202,3,1,0,6,1
Fighting,nan,4,0,1,0,83,56,58,96,79,47,540,0.23867109477440962,-8.521489100934916,-2,4.285758633215205,32521,0,1,0,4,10,5
Water,nan,6,0,0,0,64,67,88,97,106,127,308,1.8021820887459579,97.3417308613565,41,6.482675464722921,5799,40,4,0,2,13,1
Dark,Grass,4,0,0,0,72,76,134,65,91,34,497,1.099944421053333,31.636195695885306,44,4.7683837852745725,5165,42,1,0,4,9,2
Water,nan,1,0,0,0,91,41,81,118,92,111,484,2.1155823230419912,87.22611753864511,54,87.51283833157962,5082,41,4,0,2,13,3
Ghost,Flying,5,0,1,0,36,61,106,43,115,45,315,0.47498060107105455,87.79428284600453,54,5.159299610231777,5483,51,1,2,9,8,5
Fire,Ice,9,0,0,0,70,109,84,56,74,22,466,1.4652012724086612,94.3084774780008,47,91.49773925960055,7401,54,4,0,2,12,3
Steel,Psychic,8,0,1,0,225,100,121,101,97,143,713,10.222093943042406,14.626457024802328,-11,4.114295329838692,30453,-4,1,0,7,4,3
Bug,Steel,7,0,0,1,72,76,101,143,76,63,556,1.631805252502923,-4.8005667327628405,18,5.672062721730445,30447,-12,1,1,9,5,4
Steel,Ice,6,0,0,0,50,92,76,44,48,49,516,1.384016814966927,24.42722533483696,55,86.29151819403614,5147,44,3,2,5,6,3
Fighting,nan,4,0,0,0,97,43,99,80,91,109,484,1.6375715033744398,24.99119302110081,55,4.615069254763344,5406,47,4,0,2,12,3
Grass,nan,5,0,0,0,86,104,43,89,76,34,263,0.33869957761476227,38.38268939958437,236,6.167850957078657,5298,238,7,1,2,16,1
Fire,nan,1,0,0,0,66,107,52,126,87,51,477,2.269188003020024,115.8860331863803,46,5.373445168640542,9906,6,1,0,1,13,3
Fairy,nan,2,0,1,0,56,74,66,80,39,39,478,1.4472337867988296,43.8945071457987,189,4.640755745388136,4331,44,2,3,2,6,4
Water,nan,3,0,0,0,49,86,67,54,52,106,495,1.667050725192861,2.523264854627218,48,80.67289276273956,5291,53,2,0,4,9,5
Poison,Ground,7,0,0,0,59,95,90,60,110,75,508,1.3375405375338014,72.06301571377048,66,5.973250858379481,5183,8,1,1,9,8,4
Steel,Psychic,2,0,0,0,72,97,120,102,103,72,495,3.171496142506271,79.70739790431571,4,4.326475660373592,5013,68,3,1,5,10,3
Normal,nan,9,0,0,0,80,84,18,34,63,35,297,1.5488721783874841,0.1526545680297673,109,4.745075666764952,2932,29,3,1,2,11,6
Fighting,nan,8,1,0,0,108,128,131,94,127,119,545,4.882721187455886,37.955039024467034,-1,4.27262286257856,18618,-14,6,0,3,13,2
Electric,nan,4,0,1,0,63,116,68,67,80,44,412,1.5654556583737442,77.66434161720235,43,3.849038871408368,5203,11,8,0,2,12,3
Steel,Psychic,9,0,0,0,79,64,154,47,85,70,355,1.3267298450781566,66.26777569533078,107,5.338382021994637,8196,20,1,1,9,9,6
Ground,Steel,8,0,0,0,88,66,109,45,36,46,484,0.468306283829707,62.16685238373324,53,4.911534097105627,3109,234,3,2,3,13,3
Water,nan,3,0,0,0,72,109,54,43,43,110,542,1.5522887365987508,56.45254017169765,48,86.27472565253827,4778,39,2,0,2,9,3
Bug,nan,3,0,0,0,42,97,45,61,49,33,256,0.5638049209524214,8.04020214826708,256,45.82246984632576,5594,109,1,0,2,14,3
Electric,nan,6,0,0,0,74,96,49,90,71,74,494,1.5651507844540933,25.221161154051373,49,79.32023911313716,5212,43,4,0,4,9,5
Ghost,Psychic,1,0,1,0,82,114,176,98,133,52,718,20.323758726163003,69.36789835660309,-4,4.691867372191833,30080,-4,1,1,8,5,6
Electric,Ground,9,0,1,0,105,64,117,79,87,113,595,1.2376214045684109,48.50723524967904,12,4.143827018385586,4737,6,1,1,6,7,4
Grass,Flying,2,0,0,0,73,92,117,72,76,38,509,3.053318561904324,98.52593673882438,49,4.73876438040445,5386,85,3,3,4,7,3
Dragon,Steel,4,0,0,0,81,110,78,55,86,67,485,1.5711116932391889,205.78425802376523,43,4.329931195398281,4754,83,3,2,4,7,6
Normal,nan,3,0,0,0,110,111,37,80,88,161,478,1.5242572381700554,137.98303996777835,118,5.013903938632586,5611,85,4,1,0,16,1
Poison,nan,3,1,0,0,77,86,60,96,87,57,494,0.6278182779728152,13.03555561277539,236,5.18941396271052,5073,11,8,1,3,13,1
Steel,Water,2,0,0,0,30,47,65,33,63,18,300,0.3594808110256221,9.348144112302558,140,5.266848211907407,5288,137,3,2,5,4,4
Bug,Fighting,7,0,0,1,70,138,94,146,71,44,632,7.514853463687137,722.1044538970702,6,5.664982751101235,31718,39,1,2,5,8,4
Bug,Steel,7,0,0,1,89,64,97,134,63,71,433,1.794930294996402,251.69803168909067,-10,4.787926077649658,28306,6,1,1,5,5,3
Water,Flying,1,0,0,0,80,54,87,49,100,85,511,2.679634154581454,8.702862726017965,49,4.698151184392993,5644,40,1,0,4,12,2
Grass,Psychic,8,1,0,0,226,115,91,128,83,103,600,1.6899848437222933,67.54427247578612,1,5.763114406714192,30338,32,2,0,2,13,3
Fire,Dark,5,0,0,0,93,103,83,67,72,40,574,1.7626700644999767,5.41204259065014,246,5.534199687145257,5502,75,4,1,4,9,6
Water,nan,1,0,0,0,58,47,49,84,38,108,469,1.941980026695364,5.187990049487665,42,5.241198526965705,5170,52,2,0,3,9,3
Dragon,Fairy,8,0,0,0,111,34,41,54,68,35,220,0.7783783564898312,10.322845984014378,250,5.513145113675445,1575,226,1,0,5,8,3
Normal,nan,1,0,0,0,95,100,61,37,58,54,530,0.559265725817041,0.4740957349524777,235,5.9281943137737,5324,266,4,1,0,17,1
Ice,Grass,9,0,0,0,49,101,30,116,53,44,313,1.738335617671061,11.241508635121043,73,4.5992346997874645,5060,237,7,2,6,6,4
Electric,nan,4,0,0,0,99,80,60,135,66,49,295,0.36999841738602013,17.43977144512282,48,5.668092732623455,7774,44,2,0,3,17,4
Poison,Psychic,4,0,0,0,40,89,72,69,63,70,242,0.3410576249000187,-5.1084068972116885,48,4.3591891113946115,11656,45,1,2,10,4,3
Ghost,Fire,5,0,1,0,85,117,133,138,101,57,640,6.860265796441623,32.36575002772182,-6,4.6924049038501705,34190,10,1,1,10,3,2
Grass,Ghost,9,0,0,0,182,61,95,38,65,65,342,0.9868795216323416,9.011266014661533,124,5.331774226467056,2946,200,4,2,4,8,5
Water,Poison,1,0,0,0,52,54,106,51,107,54,513,1.400206005056151,52.03860062215039,40,97.10849045758066,5288,51,4,0,4,9,5
Fairy,nan,8,0,0,0,92,112,125,49,93,104,658,1.7278882772256698,23.152248401365135,16,3.637066777414943,14997,2,1,0,3,11,3
Psychic,Grass,8,1,0,0,122,77,130,105,100,90,541,1.7520310740390193,75.14813061324344,-4,5.048195867927283,5759,-7,1,0,6,14,3
Steel,Dark,5,0,0,0,60,135,102,104,79,45,525,4.6321281954238405,97.75491058564992,83,5.209006833738842,5571,2,3,1,9,5,4
Psychic,nan,7,0,0,0,74,59,53,48,105,30,281,1.434925923455742,7.514851081992712,193,4.178819227505771,5213,225,4,0,5,12,3
Ghost,Ice,3,0,0,0,54,74,103,58,53,9,310,1.4192244750674008,17.205279003534276,44,7.748341198517711,5375,44,4,0,5,9,4
Electric,Flying,9,0,0,0,134,107,121,63,149,67,520,1.5692844917804838,56.83417672021135,51,5.6001598857694725,5106,42,4,2,5,7,6
Dark,nan,6,0,0,0,98,114,116,64,93,92,466,1.3885426459518766,41.454339875844646,14,4.85340855609371,5120,73,4,1,6,8,3
Ghost,nan,4,0,0,0,75,114,84,100,117,161,530,1.134349020676413,194.88292830782714,41,5.177245512181742,6812,49,1,0,2,12,5
Bug,Psychic,7,0,0,1,45,123,102,91,69,37,524,1.554683044328785,111.42585758505362,20,5.819118778716535,5543,69,1,0,8,8,4
Fire,nan,3,0,0,0,106,58,73,52,79,71,378,1.3126799224170087,61.81645699028949,40,87.38126233964068,5346,45,2,0,2,9,3
Rock,Fighting,7,0,0,1,49,115,65,119,54,117,553,3.539696504747316,356.0228496308237,39,4.5442900060425355,35671,35,1,0,6,9,6
Fairy,Rock,6,0,0,0,61,75,50,106,63,97,359,0.429073307632414,69.83505016816899,45,52.05818353754729,5112,43,3,3,5,9,5
Poison,Rock,8,0,0,0,89,90,73,55,71,50,303,1.4975875448699678,13.70329966419608,261,4.921809486535063,5268,91,3,1,5,11,3
Water,Ground,2,0,0,0,46,116,74,67,102,111,506,1.593406067735378,72.39708909413419,71,3.980676882392005,5410,84,1,1,0,16,1
Bug,Ghost,1,0,0,0,40,58,50,30,39,64,285,0.4510025518221063,3.009495914078922,179,81.66007185246637,5253,266,2,1,3,11,5
Psychic,nan,8,1,0,0,116,91,136,91,97,101,513,2.018630540106133,6.940424623721981,40,6.962680058537288,14361,-2,2,0,2,13,3
Psychic,Poison,4,0,0,0,58,67,39,65,67,90,263,0.9311706288785859,-2.7278985280572723,50,5.303972638313443,4877,116,2,0,4,11,3
Grass,nan,5,0,0,0,54,71,54,22,81,70,273,1.0914937729803413,19.75039566363862,52,81.04898044484324,5217,45,2,0,5,9,4
Bug,Water,7,0,0,1,75,68,38,46,55,91,379,1.5922199900796468,31.46827936868486,39,83.2251473632687,8657,41,1,0,5,9,4
Water,nan,4,0,0,0,107,84,40,90,66,47,582,0.48145809524165034,58.51079613580647,43,4.786780938178685,7584,14,1,1,2,7,3
Grass,nan,8,0,0,0,72,57,63,29,23,20,273,0.31025485889557075,6.453100723552964,125,5.822258621114748,3578,187,2,0,4,9,1
Poison,Fighting,9,0,0,0,78,161,120,96,94,62,549,1.481439961736967,166.3723913951189,55,4.932412636763513,4621,127,1,2,6,6,6
Water,nan,1,0,0,0,62,73,86,65,71,65,263,1.482296909121185,5.844760921640463,75,5.295625159635501,5539,45,4,0,0,13,1
Normal,nan,1,0,0,0,76,112,76,69,89,82,611,1.5981508474800121,101.16728241440802,123,5.763638993865633,4897,97,3,1,1,10,1
Water,Steel,8,0,1,0,79,126,75,135,83,93,608,1.5979299739415538,46.46832217738519,-11,4.866539589187529,35893,0,1,0,6,13,3
Ghost,Ice,1,0,0,0,75,62,34,77,38,84,307,1.9115124482235917,8.339970998674646,39,5.673952785975046,4900,126,3,1,3,7,3
Bug,nan,8,0,0,0,54,41,60,36,36,18,240,0.3207624291578274,0.1302395169862276,138,4.521296844404634,4039,255,3,0,2,11,3
Psychic,nan,2,0,0,0,61,45,38,36,85,33,250,0.15272424803070195,1.0585836031520302,130,4.512933286793465,3814,235,1,0,4,13,3
Electric,nan,4,0,0,0,131,100,76,40,96,75,299,1.5185899719790044,61.38393781300709,36,7.099119640184806,4407,46,2,0,4,8,4
Water,Dark,1,0,0,0,44,167,85,107,79,127,490,1.6773194682443362,80.91702231757091,37,83.31691142128618,8292,50,2,0,5,5,4
Psychic,nan,8,0,1,0,61,70,169,110,93,81,569,1.1092041109054998,53.430597956586965,-14,5.888219214534199,32468,-3,1,0,3,8,5
Water,Dark,3,0,0,0,75,110,73,59,94,85,449,1.6144938611976407,83.07658760053731,42,92.39303096900451,5126,58,3,0,2,13,5
Psychic,nan,9,0,0,0,53,61,62,58,88,111,493,1.70951473918185,20.028395423005364,48,5.86390557050506,5241,66,4,2,4,12,1
Psychic,nan,2,0,0,0,76,71,48,43,49,59,225,1.4697563890061407,18.817648137429675,259,4.578479847682329,4934,232,3,2,3,8,3
Psychic,nan,8,1,0,0,101,113,156,68,100,74,536,1.6025868347589605,42.21082835109627,1,5.086174927880103,14297,25,2,0,2,11,3
Fairy,Dragon,8,0,0,0,83,128,86,104,77,94,502,1.9250350746351077,54.55537456955858,7,5.1592667794189,4840,-6,6,2,5,8,3
Grass,Grass,2,0,0,0,45,63,51,56,46,106,308,0.9274895964053774,5.557502269485164,45,89.8865108966029,4960,47,3,0,5,9,4
Electric,Dragon,9,0,0,0,97,49,137,75,103,113,343,0.7719593737618036,13.14632640314174,46,4.763368216876901,4853,37,4,1,5,6,5
Dragon,nan,4,1,0,0,103,122,88,76,83,80,570,1.7424979690170568,219.75114252449106,-13,7.544722414654286,19657,15,1,0,6,14,3
Ice,Electric,8,0,0,0,42,64,36,41,30,36,279,0.4540142627244273,-7.164168632105225,205,4.480711248169184,10476,114,2,0,5,9,5
Ice,nan,1,0,0,0,55,96,67,46,49,56,481,0.8035915729223475,3.5233965228946165,184,4.464462194086531,4954,43,2,0,3,11,3
Ground,Fairy,1,0,0,0,50,47,75,63,43,56,314,0.49262519479115985,13.192361905622288,244,5.654225944772613,1814,256,3,1,5,10,4
Water,nan,6,0,0,0,55,62,61,57,94,57,309,0.7071986245512106,14.544256653919028,178,50.487071000082864,6551,18,1,0,3,6,3
Dark,Dragon,5,0,1,0,61,83,101,126,45,72,591,1.4941226533250418,80.93522334987537,19,4.995064774328727,5012,36,1,0,2,6,4
Rock,nan,4,0,0,0,73,73,40,58,52,30,446,1.7355059583123593,5.4406599728171265,52,49.10159517518633,5518,49,2,0,0,12,1
Steel,Ghost,5,0,1,0,97,93,131,83,86,95,538,1.3119913052151992,51.814329803864396,-5,4.983901979422442,2869,-13,1,1,9,8,3
Water,nan,4,0,0,0,47,73,52,29,48,25,217,0.07312045300934772,10.616716367344164,265,4.9656878275689005,4086,247,3,0,2,12,2
Bug,Dragon,7,0,0,1,79,79,68,46,94,81,468,0.9075102958384279,1050.736793087009,4,4.133910479879961,34477,-5,1,1,5,9,3
Grass,nan,4,0,0,0,90,67,134,98,70,97,478,1.3352919509499779,11.068677074409031,83,5.678214349308672,5320,32,1,0,2,12,6
Ghost,Dragon,1,0,0,0,94,128,129,71,87,117,524,2.0758666447837886,87.22693693794844,41,3.4920682496342472,5095,70,4,0,2,8,2
Grass,Ground,6,0,0,0,73,86,110,111,65,63,594,0.501333651678287,60.47971569641729,46,4.170668715759855,6707,15,4,0,3,14,4
Water,nan,7,0,0,0,74,79,66,85,54,25,446,1.3593809367438379,16.742191790936815,40,5.424456517454429,4031,48,2,0,3,12,2
Normal,nan,3,0,0,0,43,73,24,34,27,51,219,0.24755621092359686,16.747291370366362,241,5.471326859043413,3898,214,3,1,3,14,1
Electric,Flying,8,0,1,0,241,79,51,96,82,147,556,2.4727789873603623,93.30610000717425,38,4.52700594241437,28420,-15,1,0,2,8,3
Grass,Grass,7,0,0,0,65,83,39,54,77,49,283,0.4999533650644177,10.0320994664437,39,4.621444623568658,5045,264,2,1,4,13,2
Dark,Fairy,9,0,0,0,36,34,39,38,35,34,271,-0.143257505987346,-8.853510949332376,199,4.173062682286827,3511,257,3,1,3,7,6
Electric,Electric,4,0,1,0,79,80,31,44,99,24,271,0.41101824162501516,2.5670284456863914,111,4.860397921216379,3798,50,3,1,2,7,3
Water,nan,1,0,0,0,76,107,67,72,63,108,604,4.279343445114468,226.02348130011907,43,5.141765138752892,5430,51,1,0,6,12,3
Water,nan,1,0,0,0,52,71,91,105,80,41,496,1.3411374971879064,10.372589683212095,46,83.24441618426616,5354,79,2,0,4,9,1
Electric,Psychic,7,0,0,1,82,140,110,136,75,57,568,3.6931287533616004,775.0006907448255,38,5.238907261035671,28603,-2,1,0,6,15,5
Bug,Fighting,7,0,0,1,108,100,82,154,51,27,510,8.250662979891215,530.8532111739285,-5,3.7389965904909523,32286,0,1,0,10,4,6
Rock,Dark,3,0,0,0,75,64,99,96,84,79,364,1.751726779622655,31.455175892373802,90,4.450536186950368,5616,104,1,1,5,6,4
Water,Normal,4,0,0,0,237,131,74,117,80,110,563,3.3365693307117548,113.95202989813276,44,4.568001156651863,28760,52,1,2,6,8,6
Electric,nan,8,0,0,0,89,134,78,31,78,129,519,1.5244319722087258,7.484212187511446,18,4.797013671777451,9500,55,3,0,1,12,3
Poison,Steel,5,0,0,0,56,90,144,102,86,89,323,1.245160894104473,34.112307489142,8,6.58233987095682,4461,125,4,1,6,5,5
Bug,nan,7,0,0,0,41,58,37,27,42,41,314,0.3777223173640838,-2.133788962160116,250,3.787590141501835,3421,229,3,1,5,11,5
Psychic,nan,4,0,0,0,88,92,86,47,70,58,499,1.7810461689154953,58.01559265540219,49,3.9426824349584093,5080,95,4,0,2,12,3
Steel,Flying,7,0,0,0,48,64,120,58,94,47,490,1.1789355689360717,16.374102415328768,54,5.335730056781283,5062,46,3,2,6,6,6
Dragon,Rock,7,0,0,0,68,90,99,53,52,42,429,0.6519866680955743,13.397571889085443,36,80.80822383789629,7363,45,2,0,2,9,3
Dragon,Steel,9,0,0,0,75,150,159,23,77,84,472,1.4127052700562532,155.8389499511725,96,6.0281879792339845,5049,92,3,1,8,7,3
Ground,Psychic,5,0,0,0,69,53,45,36,101,30,305,1.7977879636806327,18.009224215922636,124,4.805367305672019,4817,125,3,1,3,6,3
Dragon,Ice,8,0,0,0,53,88,54,52,70,31,336,0.5628756046753229,20.493287500419278,18,5.204741136011465,4435,43,1,0,6,11,4
Fire,Ice,9,0,0,0,81,77,64,92,81,45,588,0.8189745055252529,28.651936013862674,77,4.582521545960272,4933,3,4,2,2,7,3
Dark,nan,6,0,0,0,118,83,54,63,56,55,302,2.099382775967002,109.27290768391248,46,94.9197541503381,5008,43,4,0,4,9,3
Grass,Ground,5,0,0,0,108,66,83,40,94,43,552,1.8287828349526123,28.78095194571474,47,5.268179784455714,6717,47,1,0,5,8,2
Water,nan,5,0,0,0,72,83,117,84,83,38,482,3.2332167838741253,97.50727330071854,41,83.89780274652827,5900,50,2,0,4,14,3
Ghost,nan,4,0,0,0,67,65,51,56,73,19,280,0.4218195064145235,-0.878437779973023,131,49.974036582368875,5196,178,4,0,3,11,3
Normal,nan,1,0,0,0,78,69,73,69,93,43,466,0.6769143154535061,37.056807728384015,202,5.13001976515464,5243,68,4,2,0,17,1
Bug,Flying,4,1,0,0,103,117,74,93,75,107,484,1.4073132679264369,104.21124796883205,36,52.82017650120705,5168,-11,2,0,6,12,6
Ground,nan,4,0,0,0,39,62,50,42,55,28,239,0.5140832218890193,22.86725104424412,256,5.115527020485333,5143,258,3,1,2,11,1
Dragon,Ice,1,0,0,0,73,118,59,47,72,99,471,3.319330977551538,36.16151009796754,42,5.2144190098410235,6457,44,3,0,6,9,4
Ice,Steel,9,0,0,0,67,83,116,74,67,20,314,1.6893125923141996,10.442516247377394,51,90.84554612407601,4832,43,3,1,5,7,4
Electric,nan,5,0,0,0,97,75,73,77,60,35,482,1.3697513205325103,145.72969331007616,50,5.004717917117648,5025,86,2,0,2,10,3
Fire,Fairy,4,0,0,0,78,112,53,107,102,79,497,1.4617089234460983,58.446581289046236,40,4.885285184777425,5083,41,4,0,4,8,2
Fire,Steel,7,0,0,1,193,88,117,139,51,36,600,1.7962364402140816,631.4057236808634,14,5.749116630581046,32274,66,1,2,5,9,2
Fighting,nan,4,1,0,0,70,130,98,104,83,39,543,1.5048477828102742,33.18270680809738,38,-0.09747774907595819,4223,42,2,0,4,14,2
Rock,Fairy,4,0,0,0,131,135,134,95,116,68,638,3.2288055894865986,70.86255100098742,-4,4.825189274580963,9327,5,2,0,6,7,6
Psychic,nan,7,0,1,0,99,107,116,115,112,102,658,1.0190618779251777,45.89016883002918,-15,3.627796841724074,34874,-12,1,1,9,6,2
Fighting,nan,7,0,0,0,69,86,30,44,48,49,192,0.34063139445303675,-19.78909925743256,254,4.133631754443715,5501,120,1,1,2,11,5
Normal,Dragon,2,0,0,0,70,117,61,82,104,78,400,4.741322976478865,23.534381622495964,46,4.887811820448754,5511,59,3,1,1,16,1
