type_1,type_2,gen,is_legendary,is_mythical,is_ultra_beast,hp,attack,defense,sp_attack,sp_defense,speed,base_stats,height_meters,weight_kilograms,capturing_rate,gender_male_ratio,egg_steps,egg_cycles,abilities_count,number_immune,number_not_effective,number_normal,number_super_effective
Electric,nan,2,0,0,0,49,40,66,49,99,105,285,1.7966550071595258,53.60709976517204,62,46.46057247815142,8206,186,3,1,5,13,3
Fairy,Fighting,7,0,0,0,76,77,85,74,147,63,286,0.387010171567367,28.014404512016043,65,6.031267884537357,27348,-2,4,1,2,9,3
Normal,nan,1,0,0,0,67,76,48,64,88,105,415,1.0574124947982089,122.61476351934424,126,48.226988409031335,4534,539,4,0,2,9,3
Bug,Flying,7,0,0,0,104,58,101,90,91,82,452,0.9177398265659942,13.628653526454983,81,0.6492193510903013,4959,51,3,1,4,9,3
Psychic,Steel,7,0,0,1,73,79,62,66,68,57,396,0.7703079074018706,31.696589192479266,8,5.416671011848948,29783,-7,1,1,5,5,4
Rock,Ice,3,0,0,0,71,57,36,35,96,126,432,0.9631885166195466,132.01223774535836,63,5.294410141407848,5125,54,3,0,2,9,5
Dark,Ghost,9,0,0,0,90,76,35,59,115,44,674,1.4193543389944352,5.801937994900898,40,5.771961995238976,3754,114,2,0,1,9,4
Grass,Grass,6,0,0,0,103,47,108,42,97,41,401,0.42930926158187255,335.34539623487916,84,78.43180069957788,4892,72,3,1,5,4,3
Water,Ground,9,0,0,0,107,83,70,122,133,76,545,1.368107200719345,102.13416709431719,55,5.222576663791654,6129,32,2,3,6,9,4
Fighting,Grass,3,0,0,0,80,132,52,154,109,75,415,1.9246569073473727,70.17580891963304,49,86.86506721462979,4164,57,2,1,0,9,3
Poison,Fairy,7,0,0,0,58,29,86,51,89,74,504,0.43598885932946246,23.468153942894823,145,4.765673336530653,4967,192,3,1,0,7,3
Normal,Steel,2,0,0,0,79,15,37,54,41,56,300,0.9242791481964527,21.498716279658357,261,5.568833565753534,4843,123,2,1,5,9,4
Ghost,Fire,1,0,0,0,41,101,57,55,83,80,429,1.2394234562743531,165.08223055927348,80,2.3553473179697804,5397,107,3,0,8,11,4
Bug,Flying,2,0,0,0,101,52,60,82,112,49,413,0.7170674896045205,45.777830049560784,124,4.590150317857269,4974,226,2,1,2,14,3
Poison,nan,3,0,0,0,44,13,42,60,64,44,339,0.5000225826756187,8.45035090757203,124,1.8360219124971282,5034,96,3,2,5,14,3
Psychic,Normal,3,0,0,0,110,114,79,73,100,83,508,2.6811515319521946,30.223217349648237,119,2.1462491634413827,6164,111,3,3,5,11,4
Bug,nan,3,0,0,0,49,25,5,15,20,73,289,0.4586619302534354,-14.006114853970582,259,3.865376718528527,4696,187,3,1,8,12,3
Fighting,Steel,9,0,0,0,76,56,64,10,63,52,309,0.3338395442682758,9.788053626874238,62,5.105132627210259,2315,116,3,1,0,14,3
Poison,Flying,8,0,0,0,67,80,84,49,99,105,505,1.4247927151848936,55.75250089245518,56,4.930712585671222,4614,50,3,0,8,9,1
Poison,Fighting,6,0,0,0,103,114,49,105,92,108,511,1.4620724099839009,199.85909007998248,45,89.89601481220438,3272,41,2,0,6,10,3
Flying,Fighting,3,0,0,0,93,89,62,131,129,104,538,1.6974930262831704,221.67427756464787,49,49.61107495867802,4690,54,4,0,6,9,4
Fire,Fighting,2,0,0,0,116,58,85,81,97,76,537,0.4645788802813817,81.07707095040648,12,5.03945824239129,33307,-5,8,1,8,8,3
Ice,nan,3,0,0,0,39,29,28,12,19,32,306,0.42453801469045566,28.178182851889744,202,4.799158594291789,5038,192,3,0,2,14,3
Fighting,Flying,8,0,0,0,94,59,84,54,59,103,494,1.2989990178767488,212.96231742038128,56,5.2630332337660555,4955,41,2,0,4,9,2
Grass,Flying,9,0,0,0,60,103,71,19,70,24,316,0.8317272433794609,16.077237696752135,133,88.8146339087201,2064,187,3,1,10,6,1
Grass,Flying,3,0,0,0,59,134,90,34,49,68,433,1.280980928780873,64.89405466412322,58,4.14702911435401,3150,100,3,1,4,4,5
Psychic,nan,3,0,0,0,48,41,29,13,50,28,264,0.20875499162995964,-1.8039304027483123,240,4.38398964562052,3849,195,3,1,9,4,3
Grass,Steel,9,0,0,0,164,84,86,92,114,90,530,2.69735608962554,58.36228665529451,42,3.6680552535731437,10518,32,2,1,5,12,3
Dragon,Fairy,8,0,0,0,95,43,112,97,67,87,496,2.297113930300832,48.27716381991096,64,9.99294665586231,4167,50,1,0,6,7,4
Water,Dragon,5,1,0,0,92,53,89,122,125,36,591,3.1446716090307207,32.274854890405464,20,4.71134448746259,5367,44,2,1,9,10,4
Psychic,Dragon,7,0,0,1,95,123,51,138,114,63,512,0.7053312236165324,550.1226657613807,16,4.916908067796158,25580,-24,1,0,8,10,2
Dragon,nan,6,0,0,0,64,12,11,37,56,91,342,0.448982212636608,6.8709149810898476,176,4.409450995289662,1991,109,3,0,0,12,3
Ground,Ghost,3,0,0,0,98,61,63,93,97,70,415,1.0371475960032157,42.10890051549751,195,3.0209085613511797,5159,64,3,0,5,12,1
Psychic,nan,2,0,0,0,63,90,42,45,42,50,324,1.594335977342945,59.79309573996611,228,53.35410499218291,3127,54,2,1,4,13,3
Water,Steel,9,0,0,0,157,51,73,66,87,126,312,0.946794753257568,18.27280158409443,70,5.341785282541102,2331,52,3,2,0,9,2
Rock,nan,6,0,0,0,95,44,48,149,104,97,638,1.7837180654032117,100.57364094007497,54,91.51001873688173,6205,46,3,0,4,8,4
Normal,Poison,2,0,0,0,91,61,90,56,42,65,512,0.8464533950576608,106.94456344498151,214,5.910307031012186,2164,54,3,2,6,13,3
Poison,nan,9,0,0,0,100,40,37,60,32,86,283,0.2939304585883713,28.49989164219212,242,4.470074746715955,1495,226,3,1,5,14,3
Normal,nan,3,0,0,0,91,21,50,87,112,54,462,1.5505911507085288,73.0650943745451,114,8.448331561924839,5127,50,4,0,4,5,5
Water,Water,9,0,0,0,123,52,77,27,96,56,493,0.6289316906238448,60.780075425336484,50,3.180469763107877,4125,33,2,1,5,4,3
Normal,nan,6,0,0,0,45,3,17,26,55,79,322,0.43415739026720856,3.187032963060931,108,3.9765924026667276,2736,178,3,1,0,12,3
Fire,Psychic,3,0,0,0,108,123,81,108,112,102,648,2.5519012999432853,100.60299505912994,40,86.54495328260877,5404,38,2,2,5,10,3
Water,nan,8,0,0,0,53,9,84,89,102,73,272,0.43486876474993363,65.55494629717448,20,5.447307732259938,5359,76,1,1,0,9,3
Grass,nan,6,0,0,0,103,24,21,74,100,86,548,1.5515647162303687,64.97113032799408,45,85.76342119399993,5001,56,3,0,4,9,3
Dragon,nan,1,0,0,0,110,85,81,92,72,48,669,1.7424010263957919,158.45748537472033,46,5.195045698368068,3895,43,4,1,5,7,4
Dark,nan,1,0,0,0,67,34,73,53,58,74,282,0.669627601546404,14.62254567709138,172,2.7845887169454855,3599,122,4,1,2,6,4
Fighting,Flying,3,0,0,0,74,87,51,89,95,88,470,0.48804270742782696,42.773120520531265,138,5.722977381602116,4745,33,3,0,0,6,4
Ghost,Poison,3,0,0,0,64,64,32,29,66,72,271,0.4401087370407254,22.562208181311334,212,4.776258173643749,6997,79,2,0,0,11,1
Ground,Poison,2,0,0,0,61,104,51,81,124,64,430,1.5390182769031806,13.577462590111857,-11,5.836898489817603,4960,5,4,1,5,9,2
Dark,Dragon,7,0,0,1,114,116,120,86,122,49,689,3.9608090278614005,39.158599669080694,-3,5.457025293966884,32554,-24,1,2,5,11,4
Water,Fighting,6,0,0,0,85,38,105,78,76,84,436,0.2062535205790289,97.94712002193057,114,4.6902287925122295,5155,-3,3,1,7,10,3
Rock,Fire,4,0,0,0,105,42,52,65,102,74,506,1.0971414740366137,65.42683373985248,48,3.9854856319220007,5456,38,3,0,3,6,4
Psychic,Fighting,7,1,1,1,91,129,160,88,106,100,673,3.081031508602707,33.735630838128756,12,5.672281294728995,27944,21,1,0,3,11,7
Steel,Flying,9,0,0,0,70,112,128,71,102,110,542,1.7354093468358298,234.63695753341884,43,85.82430067155197,3156,35,1,3,4,6,4
Dragon,Fighting,8,0,0,0,149,100,61,42,85,112,459,1.3623433713437052,316.3479986821871,62,4.977170195759374,13633,47,3,1,0,12,5
Electric,Fire,3,0,0,0,135,55,85,64,122,113,512,1.0944975730767292,-14.233394009153999,17,4.855666856621582,3414,32,1,1,5,10,7
Bug,Fighting,4,0,0,0,57,35,48,46,41,109,333,0.25449236963531574,13.14133753695557,52,5.531443765168307,6857,65,2,0,7,9,3
Fire,Rock,1,0,0,0,101,133,85,115,143,103,461,0.8772660885967984,21.202061338782972,47,9.616602018003947,14667,90,2,0,5,6,4
Fire,nan,4,0,0,0,126,104,53,89,90,96,614,2.0788564095625848,686.7985250150538,47,5.050502638542929,32885,41,3,0,5,7,4
Electric,nan,2,0,0,0,41,36,48,62,40,59,308,0.15098367168358806,11.605977030559762,196,4.888124928960963,6086,118,3,1,2,13,2
Psychic,Psychic,5,1,0,0,215,72,61,145,103,108,660,3.567643360786359,141.99856181171447,2,3.93184279341129,19019,-3,1,1,4,13,5
Fighting,nan,2,0,0,0,77,78,66,72,115,43,432,1.0192633794966197,83.64452368262675,37,4.604771164607869,4706,111,2,0,5,12,4
Ice,Flying,3,0,0,0,118,112,149,45,91,120,633,0.5869504147856107,48.793170369845235,116,4.506000969582322,6246,-18,3,1,2,9,4
Fire,nan,1,0,0,0,106,108,49,87,63,59,511,1.0467537460347107,51.13715642848582,71,80.8174010535068,4975,96,2,0,4,9,7
Grass,nan,3,0,0,0,102,111,84,49,104,84,539,1.4825849222547294,91.11990382450757,127,5.067958961314371,5219,52,2,0,7,12,4
Grass,nan,3,0,0,0,28,42,65,44,49,41,239,1.041444474897935,10.873361612959116,126,4.210044946517615,3469,231,3,1,0,9,1
Fighting,nan,9,0,0,0,39,71,25,29,24,103,407,1.9071453666449845,48.33154123954671,251,3.731807297471991,5133,181,4,1,4,13,3
Dragon,Poison,8,0,0,1,117,41,62,106,101,73,609,3.802865200828581,90.83500337703963,-8,6.967537706038873,31417,12,1,1,5,10,3
Bug,Flying,7,0,0,0,58,95,72,44,42,47,483,0.13065571336312243,12.940311160045118,50,3.570274170981966,5047,12,3,0,8,7,4
Ice,nan,3,0,0,0,103,115,106,95,88,60,392,1.2972683901664948,86.562131836254,43,4.985086818246128,5525,112,4,1,5,5,2
Dragon,Fairy,7,0,0,1,99,61,25,59,89,84,629,19.08423097111355,34.27734356947797,1,5.300340629818495,31453,-32,1,0,5,11,4
Electric,Electric,7,0,0,0,95,30,54,76,86,57,592,0.41044714142190303,48.469588527647794,84,5.769120259134023,3484,62,1,1,9,4,3
Normal,nan,9,0,0,0,58,52,31,51,31,100,307,0.4802037034731943,15.220067540641578,199,8.181998871244879,4978,124,3,1,3,16,3
Normal,Rock,2,0,0,0,46,11,26,18,32,51,367,0.5460775170425952,-9.000751598039239,212,4.978223114652387,4744,232,3,1,0,13,3
Psychic,nan,1,0,0,0,86,49,19,56,47,65,335,0.6236899422077898,4.7266360168728205,128,4.033223553986181,8905,3,3,1,2,14,3
Normal,Dark,8,0,0,0,109,53,42,31,103,135,397,1.0205907731681487,19.893881620048592,116,5.532515573684243,2436,38,3,1,5,11,3
Poison,Steel,7,0,0,1,138,62,58,114,120,46,522,0.5648318118731592,28.204151877695427,37,5.911778584320724,4330,49,1,2,3,14,4
Bug,Poison,1,0,0,0,71,76,99,53,59,76,434,1.1309828654534015,86.81566687925579,76,4.373734803488568,5031,52,2,0,0,12,7
Grass,nan,4,0,0,0,89,8,73,75,120,78,332,1.7539385505006446,23.542996580563567,44,5.565709802288548,4904,49,4,0,5,9,4
Poison,Bug,5,0,0,0,119,30,74,118,92,53,511,1.6010925993316194,1115.9136667320831,2,4.2509048895512445,7254,-2,1,1,3,12,3
Bug,Ghost,9,0,0,0,120,94,61,116,150,72,680,3.2501081865457215,6.223549955634979,41,4.75402452625795,31324,33,2,1,5,12,2
Normal,nan,5,1,0,0,84,46,88,65,85,75,543,1.291970082656719,18.588855635754083,28,6.644973642055949,5780,40,1,2,2,13,3
Dark,Poison,8,0,1,0,100,24,62,49,86,112,495,0.35083971732058333,13.787941209737697,7,45.41420693407316,2709,85,5,1,7,9,4
Fighting,nan,8,0,0,0,45,91,35,78,48,71,489,1.5486027093591177,76.97499837773124,51,3.6698227563228043,4763,114,2,2,2,13,3
Rock,Ghost,3,0,1,0,42,68,13,37,49,67,342,0.5216339991741459,-9.929240646869031,284,2.6924816863641814,8829,189,3,0,2,16,3
Water,nan,6,0,0,0,109,103,77,70,109,104,487,1.7716166570048988,40.88908589493925,41,84.31999446092775,28596,42,3,0,4,9,3
Electric,nan,7,0,0,0,118,88,124,109,89,80,658,1.2763867836718543,344.3385944461256,35,5.116311200467034,25283,41,3,2,6,10,4
Rock,nan,9,0,0,0,85,20,50,46,98,69,261,1.5273800847987906,24.6454148530895,120,2.9995340646996467,5442,53,3,0,6,9,3
Grass,nan,6,0,0,0,142,100,29,138,99,111,635,1.2791583374777802,12.232439611342592,50,53.61896565083213,6751,48,7,0,6,9,2
Dragon,Dragon,7,1,1,0,87,55,89,121,155,114,574,0.42446649428580674,24.933094852768143,5,4.242104473066783,32990,19,1,1,5,11,2
Electric,nan,2,0,0,0,132,108,74,78,61,39,524,1.0190967033131755,31.162492304691646,228,88.73626778956763,5017,253,2,1,2,8,1
Steel,Flying,2,0,0,0,96,105,96,101,87,75,509,0.4886006154440402,108.87915407496476,53,4.809702211193255,3070,51,1,1,5,12,3
Rock,Grass,6,0,0,0,72,68,73,97,158,77,608,0.741385703247803,218.08575938824856,40,93.0222796772592,5142,42,2,0,4,11,4
Dark,nan,5,1,1,0,90,92,110,71,118,94,670,2.994757486089837,83.96612993766098,-19,4.414238138753134,33556,7,1,2,3,5,4
Ground,Grass,8,0,0,0,105,120,52,94,108,112,504,1.3002358581232214,409.4787438562382,50,7.835923979560977,4979,45,3,2,8,9,5
Normal,Water,3,0,0,0,109,78,115,50,55,104,478,0.2833118309769459,33.06812237436492,47,4.418901101169812,1428,19,3,1,0,8,5
Fire,nan,1,0,0,0,96,61,70,87,119,90,462,1.2229546730963652,31.726564117324557,258,3.367728292887773,5374,45,2,0,6,17,2
Flying,Flying,1,1,0,0,117,82,78,96,90,105,604,2.5233420267544897,249.16971480644122,37,5.541280483255415,26945,7,1,2,2,6,4
Steel,Flying,4,1,1,0,102,115,111,75,80,116,496,0.7195435138645062,40.2062782946377,-10,4.133603472748664,34135,2,1,1,3,7,2
Electric,nan,6,0,0,0,100,95,81,36,128,105,483,1.450068496114745,62.81136553942152,46,94.13048676845852,4729,94,3,1,5,9,3
Fire,nan,6,0,0,0,45,78,19,29,44,43,313,0.3870034236119062,10.458288105569373,137,4.415868786637552,5070,220,3,0,2,14,3
Fire,nan,1,1,0,0,96,63,83,51,115,113,603,0.13266446481688526,24.249564032142963,2,5.551997343484301,15992,10,1,0,2,11,4
Steel,nan,9,0,0,0,34,76,59,53,44,82,317,0.24354066241413036,7.166953432394208,285,5.212205428846188,2998,100,2,0,8,7,3
Water,Ground,4,0,0,0,56,120,92,30,99,93,473,0.4899945015486269,49.38351249947504,37,4.681679681140388,2947,56,4,0,5,15,3
Ice,Steel,3,0,0,0,66,62,69,42,44,128,474,0.865675428184526,301.5864489527393,270,5.611524210184539,5260,89,1,1,0,8,3
Fire,Psychic,9,0,0,0,64,124,79,126,117,141,554,1.0200809758481242,20.39227640105567,64,5.819622829731263,4797,40,3,1,4,8,2
Steel,Flying,5,1,1,0,90,122,70,108,102,74,540,2.4938790990645305,31.772307492969745,12,3.7232307657765213,31700,10,1,1,5,12,3
Flying,nan,1,0,0,0,79,120,90,59,126,113,399,1.367885154376616,31.897823483579415,46,4.007711957650705,6706,40,3,1,2,9,4
Fighting,Flying,5,0,1,0,111,113,74,62,132,56,584,0.9217444008199479,312.3084052074609,45,6.255491479620914,8308,67,2,2,3,9,4
Fire,nan,2,0,0,0,78,46,72,63,114,70,307,1.1335747214990517,13.884776295717508,41,3.3075465554872423,2981,37,3,0,0,6,3
Normal,nan,4,0,0,0,54,20,35,72,59,84,369,0.46441447314735673,14.244758787117716,246,3.862793178507575,1628,115,3,1,0,11,2
Psychic,nan,7,0,0,0,61,55,103,116,66,63,507,0.8973222006361725,110.74407260550646,239,4.676793659415667,3924,49,3,1,5,5,4
Electric,nan,4,0,0,0,79,64,52,55,43,52,301,1.274313683101204,4.022318983928573,237,0.06376085896009265,6312,137,4,0,3,12,3
Bug,Dragon,7,0,0,1,90,115,97,129,91,96,509,3.7677913113625205,41.475018610789746,18,5.618813099274267,33549,-6,1,1,5,3,4
Psychic,Dark,5,0,0,0,121,130,77,57,101,72,627,2.4313404442312416,2.143867296043217,11,5.982385917661722,3044,41,3,1,2,3,2
Grass,Poison,2,0,0,0,92,53,104,55,95,17,269,0.6066208568158108,-2.001519292751608,95,5.215926355995307,2496,40,4,0,3,9,4
Normal,nan,5,0,0,0,49,39,62,22,61,56,242,0.3254649617904572,23.39971622533396,108,1.7293745164606058,5117,131,2,0,2,13,4
Water,nan,5,0,0,0,109,109,78,49,112,89,528,1.6036754178855348,66.5394004310516,46,6.779975735969151,5075,57,3,2,5,9,3
Dragon,Ground,1,0,0,0,40,66,108,99,96,73,521,0.5417537381703125,30.09031526070563,33,6.1422079414892075,26134,33,1,1,2,5,4
Electric,Ghost,4,0,0,1,91,93,94,130,65,50,397,1.8507461750950605,103.45398054078203,34,4.866690562474623,4307,118,3,0,8,4,3
Water,nan,2,0,0,0,51,27,76,28,61,69,345,0.6650486894426338,8.207935897972424,128,5.669607741394355,4841,117,4,0,2,12,3
Dragon,nan,6,0,0,0,94,112,69,64,94,38,504,0.2698832279398836,109.30919628134451,90,92.89339791906312,4902,151,3,0,5,6,5
Fighting,Poison,1,0,0,0,53,78,50,12,51,45,411,1.4234523516778979,27.26221953302622,187,54.51582332745098,4600,108,3,1,1,5,3
Bug,Fairy,9,0,0,0,91,46,43,30,36,26,209,1.4813219224365226,6.293605154252116,209,5.663239694246134,5541,31,3,0,1,12,3
Flying,Flying,5,1,1,0,94,71,80,112,150,124,641,3.0420396158579863,33.574526342557284,17,4.007619144879892,11767,-6,3,1,5,12,5
Ice,Dragon,1,0,0,0,66,46,59,58,94,68,477,1.8140179190665444,190.17199089342748,55,50.98969409318073,4522,45,4,0,2,6,3
Psychic,Normal,9,0,0,0,99,87,79,118,109,120,500,0.8775730904770966,14.37155815698723,108,3.4935756741544286,9485,-20,3,0,6,12,3
Steel,nan,5,1,1,0,109,138,116,62,98,52,564,2.4225882224390216,15.892551579028646,-6,4.5573688902747955,31020,-1,1,2,0,14,3
Poison,Fairy,9,1,0,0,52,16,100,28,81,69,330,0.5453673838667455,18.048920489159556,10,53.0256853706225,4633,107,3,1,5,6,4
Grass,Fire,6,0,0,0,113,50,101,38,125,104,671,2.2283793548475623,63.31957562066971,47,5.337354011091935,4423,38,3,2,6,10,4
Bug,Poison,8,0,0,0,55,87,62,35,38,45,300,0.5537660430760589,86.63594258481554,200,4.5145880530777225,2760,176,3,2,7,7,3
Rock,Ghost,3,1,0,0,73,104,88,100,153,103,659,0.6169187679370833,29.954222400159004,-14,3.7154291812378135,22153,25,1,1,2,11,4
Normal,Dark,3,0,0,0,105,37,23,98,59,77,201,0.7258801345608139,34.52231772764566,201,4.1729355582210035,9780,250,1,1,2,6,3
Fire,Rock,3,0,0,0,150,70,66,50,43,76,375,0.8735750787285927,19.14650111792234,70,5.741940401695332,6402,105,4,1,8,13,3
Dark,Fairy,7,0,0,0,145,42,62,48,98,84,514,0.7398654637314794,85.7420392626652,119,6.543140580245504,30108,26,3,2,2,6,1
Rock,Poison,1,0,0,0,111,79,72,124,113,125,590,1.8683794666784679,106.01961187357894,43,92.63186670957393,31578,44,2,0,5,9,4
Electric,Ground,4,0,0,0,87,41,55,67,76,98,409,0.6003636533487422,49.55694837946326,43,5.418325347447494,6018,50,2,0,4,12,5
Grass,Flying,6,0,0,0,120,99,62,106,100,109,498,1.8413683217631736,112.47572008706567,34,88.71357394026536,5558,54,2,0,8,9,4
Water,Fighting,8,0,0,0,127,126,73,140,125,53,495,1.6524557969375904,104.5399732227737,48,11.112405968754338,2706,51,2,0,3,9,4
Fairy,Poison,3,0,0,0,94,114,73,135,126,102,491,1.4749049859577998,79.5797140741079,33,81.45545909282126,4557,29,2,0,5,9,3
Bug,Dragon,3,0,0,0,105,124,54,89,128,92,611,0.6492985916461771,4.195087398463929,23,5.894684668434153,33673,-9,1,1,5,11,3
Fighting,Flying,5,0,0,0,43,51,111,93,43,105,488,1.5402380209403361,53.60069607626811,115,4.812990604271434,3607,182,3,0,8,6,4
Electric,nan,8,0,0,0,86,89,60,49,66,58,407,0.529457514028958,6.528527505719159,177,3.858070207215105,1183,56,1,1,9,13,3
Fighting,nan,4,0,0,0,109,69,107,67,96,101,460,1.5870983952216136,141.32425531698817,55,84.26239762271713,5150,43,3,1,9,6,7
Rock,Ice,8,0,0,0,91,80,111,121,110,66,607,3.352892938026512,2.774043891339618,-3,4.860083366450798,30496,-8,1,1,6,10,4
Ground,nan,5,0,0,0,91,38,46,56,46,82,307,0.5367572006837122,23.187399494663254,65,5.5556107966031805,2094,90,3,0,7,13,3
Rock,Dark,1,0,0,0,109,71,77,33,54,38,277,1.796817985560092,176.97228230118665,41,5.221662530765881,4984,39,4,0,2,7,3
Bug,Dragon,8,0,0,0,73,36,52,40,60,74,519,1.740271269030583,77.27115759014508,15,4.055556617990367,29672,196,2,1,1,10,3
Rock,Ground,5,0,0,0,124,131,104,97,93,88,671,2.981917117360603,79.4224054982502,86,52.051419137923965,33719,0,2,1,3,3,4
Normal,Fighting,4,0,0,1,88,79,54,79,79,90,640,0.871155058537314,34.04557535069988,19,5.299956960630565,30569,4,1,1,7,7,4
Grass,nan,8,0,0,0,46,53,56,63,46,60,448,1.9418947569260192,78.07375611993082,121,4.124579673941877,4561,47,3,0,3,12,3
Fire,Ghost,3,0,0,0,97,43,112,97,113,57,562,0.17872125485098,2.069256924484641,45,4.297288592176791,5109,49,2,0,8,6,2
Rock,Psychic,8,0,0,0,100,55,80,74,102,44,682,0.8376391918650771,52.53710799560233,15,4.988179020523823,3628,39,3,2,2,10,4
Psychic,nan,8,1,0,0,101,55,87,101,168,92,562,2.114616314767509,18.0829068662566,-14,4.209923493146992,20239,6,1,1,5,13,3
Ghost,Flying,1,0,0,0,132,73,80,110,55,75,348,1.7146907521580539,36.51651148539001,85,81.13819175427683,4884,36,3,0,5,8,4
Dark,Water,5,0,0,0,91,128,65,115,125,34,552,3.469889973326982,54.28234074586116,48,7.151667642715543,5029,43,2,1,2,9,5
Poison,nan,4,0,0,0,73,13,84,58,109,96,504,1.2724020483585534,29.46288499104345,40,4.859657446861768,6943,40,3,0,4,10,1
Psychic,Dragon,3,1,1,0,119,103,36,100,117,89,646,2.703852624047365,21.10747320053141,6,5.003943086604933,26976,-2,1,0,0,13,2
Bug,Water,9,0,0,0,68,125,63,115,148,44,489,2.230433582737665,285.93022216101826,48,5.595155030678874,4928,31,3,2,5,9,4
Normal,nan,1,0,0,0,52,32,83,29,49,50,337,0.5687281751145019,23.910701857600884,238,5.650117203085592,4567,216,3,1,0,14,3
Grass,nan,8,0,0,0,88,53,30,73,85,121,270,1.67231129045815,20.72689395009084,57,4.542629487551894,4837,117,3,0,5,11,4
Psychic,nan,2,0,0,0,64,29,51,49,45,63,269,0.4974672937705752,49.37281335715718,135,4.7937981184202165,4906,171,4,0,3,13,3
Grass,nan,5,0,0,0,76,111,108,66,60,74,703,1.025434730761011,188.49243860031368,40,89.81511537987829,5120,-13,2,0,0,12,4
Water,Flying,5,0,0,0,109,47,102,79,112,73,518,1.859618370416114,71.54255309619663,42,92.30178264347988,3250,41,2,0,2,9,4
Ice,nan,7,0,0,1,98,112,102,130,102,65,592,0.8774071251067813,94.206922510682,18,4.073255431958637,5955,9,1,2,5,7,3
Normal,nan,3,0,0,0,43,106,43,43,54,67,360,0.6717926832857316,13.565036322852542,121,4.840724179973117,3295,114,2,2,4,14,3
